iter	Logloss
161	0.1218092297
162	0.1212509643
163	0.1204334432
164	0.1196462709
165	0.1188689887
166	0.118169261
167	0.1172942316
168	0.1164711312
169	0.1157157957
170	0.1148203046
171	0.1140279488
172	0.1132478031
173	0.1122968569
174	0.1115002569
175	0.110592314
176	0.1097454267
177	0.1089974595
178	0.1085179015
179	0.1077627819
180	0.1069483655
181	0.1062322525
182	0.105456406
183	0.1047604844
184	0.1037965824
185	0.1031274911
186	0.1025919562
187	0.1021143729
188	0.1014517832
189	0.1008333324
190	0.100237725
191	0.09966274531
192	0.09925639186
193	0.09866425893
194	0.09814018934
195	0.09748139912
196	0.09679984966
197	0.0962800128
198	0.09565483037
199	0.0951619284
200	0.09464243854
201	0.0942050663
202	0.09365789253
203	0.09318899365
204	0.09278628921
205	0.09234843394
206	0.09174085427
207	0.09134424783
208	0.0908534457
209	0.09037897097
210	0.08991909538
211	0.08945637844
212	0.08895052852
213	0.0882800234
214	0.08779821408
215	0.08735061351
216	0.08686766723
217	0.08636376988
218	0.08590854676
219	0.08541071524
220	0.08500223238
221	0.08465169308
222	0.08420498755
223	0.08375763436
224	0.08343380617
225	0.08310071398
226	0.08262532828
227	0.08201604346
228	0.08142609724
229	0.08105214973
230	0.08063453033
231	0.08038619191
232	0.0799352957
233	0.07943155117
234	0.079109838
235	0.07869077159
236	0.07830602685
237	0.07797308914
238	0.07762905281
239	0.07717536785
240	0.07677527341
241	0.07640615267
242	0.07608619415
243	0.07588924563
244	0.07544204254
245	0.07510666712
246	0.07484345097
247	0.07450275176
248	0.0740443381
249	0.0737045315
250	0.07337708082
251	0.07302922628
252	0.07264247428
253	0.07235455326
254	0.07209277584
255	0.07178275611
256	0.07148825319
257	0.07114726818
258	0.07077110482
259	0.07051844262
260	0.07025671765
261	0.06999348679
262	0.06963908045
263	0.06934892761
264	0.06908767066
265	0.068543932
266	0.06827721601
267	0.06796240769
268	0.06758474064
269	0.06733448043
270	0.06698011671
271	0.06666319072
272	0.06630637587
273	0.06592251262
274	0.06563171266
275	0.06533080117
276	0.06499483579
277	0.06474521546
278	0.06443626767
279	0.06401334032
280	0.06373230695
281	0.06355598707
282	0.06331886927
283	0.063057252
284	0.06266326437
285	0.06241098595
286	0.06218623952
287	0.06184285903
288	0.06156681175
289	0.06130299265
290	0.06102505586
291	0.06079406726
292	0.06054270707
293	0.06024165084
294	0.06004894293
295	0.05969739666
296	0.05944572648
297	0.0592495144
298	0.05904863157
299	0.05875453222
300	0.05849751349
301	0.05823357226
302	0.05805791724
303	0.05787394127
304	0.05763349003
305	0.05744533398
306	0.05719325529
307	0.05695560648
308	0.05674651547
309	0.05655846726
310	0.05644929645
311	0.05628545535
312	0.0560173521
313	0.05573719209
314	0.05553499306
315	0.05523990728
316	0.05506419426
317	0.05483323095
318	0.05465467525
319	0.05435416598
320	0.05403934099
321	0.05387540168
322	0.05371885729
323	0.05344441002
324	0.05313590902
325	0.05293111295
326	0.05272424777
327	0.05247428734
328	0.05224903887
329	0.05201911303
330	0.05173821999
331	0.05160039255
332	0.05132370504
333	0.05115716886
334	0.05098858105
335	0.05082894163
336	0.05067081911
337	0.05046416582
338	0.05028072096
339	0.05003839524
340	0.04986383307
341	0.04971297878
342	0.04952344475
343	0.04933015734
344	0.04914436181
345	0.04901831283
346	0.0488212289
347	0.04860436163
348	0.0484105529
349	0.04829319006
350	0.04810661103
351	0.04791139098
352	0.04771741657
353	0.04751912361
354	0.04734753384
355	0.04723058331
356	0.04706109814
357	0.0468657376
358	0.04663153446
359	0.04644172826
360	0.04631822007
361	0.04612747852
362	0.04599345276
363	0.04581989765
364	0.04566592191
365	0.04547071507
366	0.0452745749
367	0.04513945755
368	0.04502456343
369	0.04488523544
370	0.04473305648
371	0.0446231299
372	0.04447139787
373	0.04439204961
374	0.04424574643
375	0.04405175758
376	0.04390776304
377	0.04377610043
378	0.04357762792
379	0.04340172878
380	0.04326204962
381	0.04315321837
382	0.04304611686
383	0.04288602891
384	0.04271999245
385	0.04257986023
386	0.04242005731
387	0.04227329894
388	0.04211857483
389	0.04200315146
390	0.04181537019
391	0.04169238748
392	0.04158021683
393	0.04143367126
394	0.04119690215
395	0.04110647306
396	0.04098672877
397	0.04092187173
398	0.04078219595
399	0.04069018389
400	0.04055271711
401	0.04042468043
402	0.04027277007
403	0.04013041031
404	0.04000242393
405	0.03985620464
406	0.03979016207
407	0.03963154104
408	0.03948813724
409	0.03936597767
410	0.03927954197
411	0.03917968256
412	0.03900993572
413	0.03881450039
414	0.03866018374
415	0.03853898394
416	0.03841767014
417	0.03826576341
418	0.03815432909
419	0.03801261441
420	0.03792741639
421	0.03782542416
422	0.03775292085
423	0.03761941584
424	0.0374960398
425	0.03732096125
426	0.03721134799
427	0.03710590875
428	0.036972288
429	0.03689943757
430	0.0368046904
431	0.03671058888
432	0.03660205455
433	0.03643836427
434	0.03634973699
435	0.03622863516
436	0.03610725416
437	0.03603092523
438	0.03595441269
439	0.03583223566
440	0.03573162774
441	0.03563559741
442	0.03551205317
443	0.03537601613
444	0.03523926576
445	0.03516231927
446	0.03505102793
447	0.03493271824
448	0.03485667003
449	0.03477223042
450	0.03466022865
451	0.03461050914
452	0.03450230627
453	0.03438123471
454	0.03430580997
455	0.0341656645
456	0.03402608218
457	0.03389528739
458	0.03374025434
459	0.03366100636
460	0.03354430889
461	0.03344590692
462	0.03333951803
463	0.03323540832
464	0.03316780464
465	0.03305820471
466	0.03296796493
467	0.03286825666
468	0.03275289601
469	0.03267083045
470	0.0325733391
471	0.03248497095
472	0.03242281243
473	0.03234444725
474	0.03226326961
475	0.0321279627
476	0.03201894654
477	0.0319452972
478	0.03186507895
479	0.03177833721
480	0.03167602309
481	0.03158398222
482	0.03148902151
483	0.03140126454
484	0.03132739003
485	0.03123956977
486	0.03116840348
487	0.03112461647
488	0.03101484416
489	0.03094003515
490	0.03091796832
491	0.03084817534
492	0.03073583039
493	0.03064731143
494	0.0305597293
495	0.03047780832
496	0.03040096423
497	0.03029884029
498	0.03022609501
499	0.03017476113
500	0.03007233813
501	0.03001056834
502	0.02991231808
503	0.02984390942
504	0.02973378473
505	0.02963027747
506	0.02955065408
507	0.02949844707
508	0.02938528231
509	0.0293042147
510	0.02922785615
511	0.02915406651
512	0.02910503461
513	0.02902903192
514	0.02889537593
515	0.02883002525
516	0.02873366193
517	0.02866164592
518	0.0285761351
519	0.02850670214
520	0.02843085308
521	0.02833522948
522	0.02823135724
523	0.0281572182
524	0.02808048752
525	0.0279871667
526	0.02792126178
527	0.02782485892
528	0.02775734206
529	0.02767597372
530	0.02760382772
531	0.02751152851
532	0.02742173764
533	0.02735683254
534	0.02728127045
535	0.02718334441
536	0.02709934641
537	0.02702245445
538	0.02693541662
539	0.02685276367
540	0.02679143558
541	0.02673705978
542	0.02663479218
543	0.02656229575
544	0.02649762153
545	0.02644795128
546	0.02640848577
547	0.02635250061
548	0.02629535195
549	0.02621911514
550	0.02614834168
551	0.02609382423
552	0.02603428528
553	0.02596144842
554	0.02591052977
555	0.02579763031
556	0.02572397318
557	0.02566973163
558	0.02560539309
559	0.02555009777
560	0.02547370342
561	0.02539594346
562	0.02535064497
563	0.02529395543
564	0.02524144743
565	0.02518414764
566	0.02510787289
567	0.0250506888
568	0.02499140545
569	0.02491769988
570	0.02485197307
571	0.02477112026
572	0.02468903364
573	0.02460631422
574	0.02448313197
575	0.02441933553
576	0.02433132717
577	0.02428193505
578	0.02423085517
579	0.02417424687
580	0.02411124859
581	0.0240654079
582	0.02402304369
583	0.02394835001
584	0.02388637966
585	0.02382282619
586	0.02376991538
587	0.02373850202
588	0.02367421008
589	0.02362987841
590	0.02358280185
591	0.02351998918
592	0.02344057275
593	0.02338337342
594	0.02334696448
595	0.02328476698
596	0.02320274241
597	0.02315625638
598	0.02306855133
599	0.02300108901
600	0.02295811542
601	0.02292285014
602	0.02289327359
603	0.02285091455
604	0.02278540218
605	0.02271914323
606	0.02263570513
607	0.0225783824
608	0.0225225255
609	0.02248505892
610	0.02243682112
611	0.02237901187
612	0.02233850721
613	0.02228474039
614	0.02222918044
615	0.02217016111
616	0.02213007504
617	0.02208900576
618	0.02199531399
619	0.02194096982
620	0.02189559511
621	0.02185857569
622	0.021810364
623	0.02175125622
624	0.02170863118
625	0.02166551988
626	0.02161069534
627	0.02156961092
628	0.02152316441
629	0.02147098552
630	0.02142825097
631	0.02137034081
632	0.0213082793
633	0.02125439538
634	0.02121250875
635	0.02116195054
636	0.02112241333
637	0.02104782454
638	0.02099258202
639	0.02094377418
640	0.02089447326
641	0.02083716808
642	0.0207910405
643	0.02073526488
644	0.02068025878
645	0.02061838549
646	0.02057301423
647	0.02052238641
648	0.02049939487
649	0.0204523955
650	0.02040585171
651	0.02035867564
652	0.02032299511
653	0.02027181842
654	0.02023415999
655	0.02019208687
656	0.02014185804
657	0.02009452025
658	0.02004347486
659	0.01998860142
660	0.01995140333
661	0.01990764575
662	0.01987550446
663	0.01982245814
664	0.01977779915
665	0.01972557083
666	0.01968119053
667	0.01962491667
668	0.019580899
669	0.019519366
670	0.01947204376
671	0.01942349515
672	0.01938338135
673	0.01934304775
674	0.01930848549
675	0.01925884084
676	0.01918774993
677	0.01913262114
678	0.01909070929
679	0.01905559202
680	0.01902795421
681	0.01900755591
682	0.01896641663
683	0.01890446529
684	0.01888273491
685	0.01884792491
686	0.01880279772
687	0.0187685215
688	0.01872402881
689	0.01867707644
690	0.01861653216
691	0.01857058674
692	0.01851906189
693	0.01848527232
694	0.01843560493
695	0.01838736388
696	0.01832494508
697	0.01828678213
698	0.0182375529
699	0.01820564973
700	0.01817164792
701	0.01811538593
702	0.01806599861
703	0.01803261344
704	0.01798700932
705	0.01795221132
706	0.01791302595
707	0.01785518661
708	0.01781385316
709	0.01776158063
710	0.01771327854
711	0.01769315986
712	0.01765933521
713	0.0176240511
714	0.01757607863
715	0.01753255994
716	0.01750307245
717	0.01747937508
718	0.01744796479
719	0.01742122245
720	0.01738233241
721	0.01734212066
722	0.01730643066
723	0.01726892353
724	0.01721768126
725	0.01717775866
726	0.01712931874
727	0.01708137362
728	0.0170509635
729	0.01699671957
730	0.01695998095
731	0.01692475465
732	0.01689056447
733	0.01685594124
734	0.01682582942
735	0.01678530386
736	0.01676392902
737	0.01672331656
738	0.01668603909
739	0.01663715691
740	0.01659140109
741	0.01655745986
742	0.01652644567
743	0.01649116798
744	0.01645455091
745	0.01641994524
746	0.01638054105
747	0.01634668124
748	0.01631720486
749	0.01628500688
750	0.01624700412
751	0.01623156285
752	0.01619852003
753	0.01618339495
754	0.01614443328
755	0.01612405398
756	0.01611094321
757	0.01608494616
758	0.01603141078
759	0.01600254301
760	0.01596126322
761	0.01593063898
762	0.01589428815
763	0.01585546734
764	0.01583239049
765	0.01580372775
766	0.01577421516
767	0.01573078118
768	0.01568719936
769	0.01566738995
770	0.01563031381
771	0.01560331581
772	0.0155745743
773	0.01553373876
774	0.01551740929
775	0.0154715798
776	0.01545257455
777	0.01542189499
778	0.01537904888
779	0.01534952629
780	0.01532953346
781	0.01529356861
782	0.01524364421
783	0.01520504834
784	0.01517633973
785	0.01513890138
786	0.01512065162
787	0.01510179478
788	0.01507496386
789	0.0150506822
790	0.01502595429
791	0.01498916928
792	0.01497074452
793	0.01495301744
794	0.01492374988
795	0.01489388318
796	0.01485897311
797	0.0148324704
798	0.0147978969
799	0.01477060712
800	0.01474189167
801	0.01470893927
802	0.01466597192
803	0.01464740499
804	0.01462867287
805	0.01459599579
806	0.01455838759
807	0.01453350817
808	0.01450897965
809	0.01447779912
810	0.01445356182
811	0.01442042084
812	0.01439955617
813	0.01436786193
814	0.01433937867
815	0.01431552318
816	0.01428514341
817	0.0142526401
818	0.01423091682
819	0.01420831086
820	0.01416637658
821	0.01415033111
822	0.01411431364
823	0.014079996
824	0.01406210237
825	0.0140344419
826	0.01400317372
827	0.01397903889
828	0.01395626112
829	0.01392929009
830	0.01389461151
831	0.01387867838
832	0.01386363546
833	0.01382642218
834	0.01379848673
835	0.0137763061
836	0.01375729987
837	0.01373497018
838	0.01371535004
839	0.01370496202
840	0.01368532838
841	0.0136548123
842	0.01361787316
843	0.01359076383
844	0.01356082884
845	0.01353422854
846	0.0135068325
847	0.01348894184
848	0.01345795432
849	0.01342055544
850	0.013399274
851	0.01337084404
852	0.01334119295
853	0.01332066283
854	0.01329207227
855	0.01326857475
856	0.01324440411
857	0.01321396803
858	0.013200754
859	0.01316819118
860	0.01314376541
861	0.01312112579
862	0.01309938616
863	0.01308135062
864	0.01305578021
865	0.01303449582
866	0.01300973814
867	0.01298614409
868	0.01296185255
869	0.01292210999
870	0.01290268945
871	0.01287487113
872	0.0128530747
873	0.01283324921
874	0.01280940021
875	0.01278251087
876	0.01276793594
877	0.01274722568
878	0.01273114109
879	0.01270262487
880	0.012676782
881	0.0126554863
882	0.01262880879
883	0.01260424491
884	0.01257541084
885	0.01255181139
886	0.01253136698
887	0.01251058041
888	0.01247033074
889	0.01245276705
890	0.01242562051
891	0.01240945532
892	0.01239199217
893	0.01237048411
894	0.01235103855
895	0.01232178046
896	0.01230153131
897	0.01228552997
898	0.01227367857
899	0.01224739361
900	0.0122393551
901	0.01221456984
902	0.01218874338
903	0.01216340467
904	0.01213899979
905	0.01211819452
906	0.01210373098
907	0.0120870277
908	0.01206858857
909	0.01204293828
910	0.01201768613
911	0.01199902405
912	0.01197571815
913	0.01195661628
914	0.01194119034
915	0.01192477888
916	0.01190603991
917	0.01188630193
918	0.01186626659
919	0.01184771754
920	0.01182818977
921	0.01180948364
922	0.01177652717
923	0.01173675503
924	0.01171322241
925	0.01169651307
926	0.01168238503
927	0.01165656558
928	0.01163874545
929	0.01161575771
930	0.01159053232
931	0.01156289323
932	0.011540346
933	0.01150847064
934	0.01149036772
935	0.01146081854
936	0.01144804967
937	0.01143090763
938	0.01140308561
939	0.01138413335
940	0.01136186836
941	0.01133108856
942	0.01131312443
943	0.0112880673
944	0.01127193477
945	0.01124815078
946	0.01122622572
947	0.01120444284
948	0.01118333862
949	0.01116977607
950	0.01115157672
951	0.01112655934
952	0.01110335495
953	0.0110778076
954	0.0110575358
955	0.01103274612
956	0.01101946823
957	0.01099657345
958	0.01097627385
959	0.01095508297
960	0.01093381898
961	0.01091745229
962	0.0109030583
963	0.01087536058
964	0.01085498701
965	0.01083321489
966	0.01082318999
967	0.01080832932
968	0.0107936851
969	0.01077826934
970	0.01077232431
971	0.01075152892
972	0.01073461782
973	0.01070864537
974	0.01068537694
975	0.01067042172
976	0.01065755857
977	0.01063607058
978	0.01061248709
979	0.01059605204
980	0.01058079722
981	0.01056917438
982	0.01053771096
983	0.01052460453
984	0.01050687329
985	0.01048037857
986	0.01046048765
987	0.01044223565
988	0.01041631361
989	0.01040138498
990	0.01038828603
991	0.01037182147
992	0.01034509145
993	0.01032226799
994	0.01030445921
995	0.01028730685
996	0.01027672966
997	0.01026056808
998	0.01024237442
999	0.01022523646
