iter	Passed	Remaining
412	4796	6817
413	4808	6805
414	4819	6793
415	4831	6782
416	4842	6770
417	4854	6758
418	4865	6747
419	4877	6735
420	4888	6723
421	4900	6712
422	4912	6701
423	4923	6689
424	4935	6677
425	4947	6666
426	4958	6654
427	4970	6643
428	4982	6631
429	4994	6620
430	5006	6609
431	5017	6597
432	5029	6586
433	5041	6574
434	5052	6563
435	5064	6551
436	5075	6539
437	5087	6527
438	5099	6516
439	5110	6504
440	5122	6493
441	5134	6481
442	5145	6470
443	5157	6458
444	5169	6446
445	5180	6435
446	5192	6423
447	5203	6411
448	5214	6399
449	5226	6388
450	5238	6376
451	5249	6364
452	5261	6353
453	5273	6341
454	5284	6329
455	5296	6318
456	5307	6306
457	5318	6294
458	5330	6282
459	5342	6271
460	5353	6259
461	5365	6247
462	5376	6235
463	5388	6224
464	5399	6212
465	5412	6202
466	5426	6193
467	5437	6181
468	5450	6170
469	5461	6158
470	5473	6147
471	5484	6135
472	5496	6124
473	5508	6112
474	5519	6100
475	5531	6088
476	5542	6077
477	5554	6065
478	5565	6053
479	5577	6041
480	5588	6029
481	5600	6018
482	5611	6006
483	5623	5994
484	5634	5982
485	5645	5971
486	5657	5959
487	5668	5947
488	5680	5936
489	5691	5924
490	5703	5912
491	5715	5900
492	5726	5889
493	5737	5877
494	5749	5865
495	5760	5853
496	5772	5842
497	5784	5830
498	5795	5818
499	5807	5807
500	5818	5795
501	5830	5783
502	5841	5771
503	5852	5760
504	5864	5748
505	5875	5736
506	5887	5724
507	5898	5712
508	5910	5701
509	5921	5689
510	5932	5677
511	5945	5666
512	5956	5654
513	5968	5643
514	5979	5631
515	5991	5620
516	6003	5608
517	6014	5596
518	6026	5585
519	6038	5573
520	6049	5562
521	6061	5550
522	6073	5539
523	6084	5527
524	6095	5515
525	6107	5503
526	6119	5492
527	6130	5480
528	6142	5469
529	6154	5457
530	6165	5445
531	6176	5433
532	6188	5421
533	6199	5410
534	6210	5398
535	6222	5386
536	6233	5374
537	6245	5363
538	6257	5351
539	6268	5340
540	6280	5328
541	6291	5316
542	6302	5304
543	6314	5293
544	6326	5281
545	6337	5269
546	6349	5258
547	6360	5246
548	6371	5234
549	6383	5222
550	6396	5212
551	6409	5202
552	6421	5190
553	6433	5179
554	6445	5167
555	6457	5156
556	6468	5144
557	6480	5133
558	6492	5122
559	6504	5110
560	6515	5098
561	6527	5087
562	6539	5075
563	6550	5063
564	6562	5052
565	6573	5040
566	6585	5029
567	6597	5017
568	6608	5005
569	6620	4994
570	6631	4982
571	6643	4971
572	6654	4959
573	6666	4947
574	6678	4936
575	6689	4924
576	6701	4912
577	6713	4901
578	6724	4889
579	6736	4878
580	6748	4866
581	6759	4854
582	6771	4843
583	6782	4831
584	6794	4819
585	6805	4808
586	6817	4796
587	6828	4784
588	6840	4773
589	6851	4761
590	6863	4749
591	6875	4738
592	6886	4726
593	6898	4714
594	6909	4703
595	6920	4691
596	6932	4679
597	6943	4668
598	6955	4656
599	6967	4644
600	6978	4633
601	6991	4622
602	7002	4610
603	7014	4599
604	7026	4587
605	7037	4575
606	7049	4563
607	7060	4552
608	7072	4540
609	7083	4529
610	7095	4517
611	7107	4505
612	7119	4494
613	7130	4482
614	7142	4471
615	7153	4459
616	7164	4447
617	7176	4436
618	7188	4424
619	7199	4412
620	7211	4401
621	7222	4389
622	7234	4377
623	7245	4365
624	7256	4354
625	7268	4342
626	7279	4330
627	7291	4319
628	7303	4307
629	7314	4295
630	7325	4284
631	7337	4272
632	7348	4260
633	7359	4248
634	7373	4238
635	7387	4227
636	7398	4216
637	7411	4205
638	7422	4193
639	7436	4183
640	7448	4171
641	7460	4160
642	7472	4148
643	7483	4136
644	7495	4125
645	7507	4113
646	7518	4102
647	7530	4090
648	7542	4079
649	7553	4067
650	7565	4055
651	7577	4044
652	7588	4032
653	7599	4020
654	7611	4009
655	7623	3997
656	7634	3985
657	7646	3974
658	7657	3962
659	7669	3950
660	7680	3939
661	7692	3927
662	7703	3915
663	7715	3904
664	7726	3892
665	7738	3880
666	7749	3868
667	7761	3857
668	7772	3845
669	7783	3833
670	7795	3822
671	7806	3810
672	7818	3798
673	7829	3786
674	7840	3775
675	7852	3763
676	7863	3751
677	7875	3740
678	7887	3728
679	7898	3717
680	7910	3705
681	7921	3693
682	7933	3682
683	7944	3670
684	7957	3659
685	7968	3647
686	7980	3635
687	7991	3624
688	8002	3612
689	8014	3600
690	8025	3589
691	8037	3577
692	8049	3565
693	8060	3554
694	8072	3542
695	8083	3530
696	8095	3519
697	8106	3507
698	8118	3496
699	8129	3484
700	8141	3472
701	8153	3460
702	8164	3449
703	8175	3437
704	8187	3425
705	8198	3414
706	8210	3402
707	8222	3391
708	8233	3379
709	8245	3367
710	8256	3356
711	8267	3344
712	8279	3332
713	8291	3321
714	8302	3309
715	8314	3297
716	8325	3286
717	8337	3274
718	8349	3262
719	8362	3251
720	8374	3240
721	8385	3228
722	8397	3217
723	8409	3205
724	8422	3194
725	8433	3182
726	8445	3171
727	8456	3159
728	8468	3148
729	8479	3136
730	8491	3124
731	8502	3113
732	8514	3101
733	8525	3089
734	8537	3078
735	8549	3066
736	8561	3055
737	8572	3043
738	8584	3031
739	8595	3020
740	8607	3008
741	8618	2996
742	8630	2985
743	8641	2973
744	8653	2961
745	8664	2950
746	8676	2938
747	8687	2926
748	8699	2915
749	8711	2903
750	8722	2892
751	8734	2880
752	8746	2868
753	8757	2857
754	8768	2845
755	8780	2833
756	8791	2822
757	8803	2810
758	8814	2798
759	8826	2787
760	8837	2775
761	8849	2763
762	8860	2752
763	8872	2740
764	8883	2729
765	8895	2717
766	8906	2705
767	8918	2694
768	8929	2682
769	8942	2671
770	8953	2659
771	8965	2647
772	8976	2636
773	8988	2624
774	9000	2612
775	9011	2601
776	9023	2589
777	9034	2578
778	9046	2566
779	9058	2554
780	9069	2543
781	9081	2531
782	9093	2520
783	9104	2508
784	9116	2496
785	9127	2485
786	9139	2473
787	9150	2461
788	9161	2450
789	9173	2438
790	9184	2426
791	9196	2415
792	9208	2403
793	9219	2391
794	9231	2380
795	9242	2368
796	9253	2357
797	9266	2345
798	9277	2333
799	9289	2322
800	9300	2310
801	9312	2299
802	9323	2287
803	9338	2276
804	9353	2265
805	9365	2254
806	9376	2242
807	9388	2230
808	9399	2219
809	9411	2207
810	9422	2195
811	9433	2184
812	9445	2172
813	9456	2160
814	9468	2149
815	9479	2137
816	9491	2126
817	9502	2114
818	9514	2102
819	9525	2090
820	9537	2079
821	9548	2067
822	9560	2056
823	9571	2044
824	9583	2032
825	9595	2021
826	9606	2009
827	9618	1997
828	9629	1986
829	9641	1974
830	9652	1963
831	9664	1951
832	9676	1939
833	9687	1928
834	9698	1916
835	9710	1904
836	9722	1893
837	9733	1881
838	9745	1870
839	9756	1858
840	9767	1846
841	9779	1835
842	9790	1823
843	9802	1811
844	9813	1800
845	9825	1788
846	9836	1776
847	9848	1765
848	9859	1753
849	9871	1742
850	9883	1730
851	9894	1718
852	9906	1707
853	9918	1695
854	9930	1684
855	9941	1672
856	9953	1660
857	9964	1649
858	9975	1637
859	9986	1625
860	9998	1614
861	10009	1602
862	10021	1590
863	10032	1579
864	10044	1567
865	10055	1555
866	10067	1544
867	10078	1532
868	10090	1521
869	10102	1509
870	10114	1498
871	10126	1486
872	10137	1474
873	10149	1463
874	10160	1451
875	10172	1439
876	10183	1428
877	10195	1416
878	10206	1404
879	10218	1393
880	10229	1381
881	10240	1370
882	10252	1358
883	10263	1346
884	10275	1335
885	10286	1323
886	10298	1311
887	10309	1300
888	10325	1289
889	10337	1277
890	10349	1266
891	10361	1254
892	10372	1242
893	10385	1231
894	10396	1219
895	10408	1208
896	10419	1196
897	10430	1184
898	10442	1173
899	10453	1161
900	10464	1149
901	10476	1138
902	10487	1126
903	10499	1114
904	10510	1103
905	10522	1091
906	10534	1080
907	10545	1068
908	10556	1056
909	10568	1045
910	10579	1033
911	10591	1021
912	10602	1010
913	10614	998
914	10626	987
915	10637	975
916	10649	963
917	10660	952
918	10672	940
919	10683	929
920	10695	917
921	10707	905
922	10718	894
923	10730	882
924	10741	870
925	10753	859
926	10764	847
927	10776	836
928	10788	824
929	10799	812
930	10810	801
931	10822	789
932	10833	777
933	10844	766
934	10856	754
935	10867	743
936	10878	731
937	10890	719
938	10902	708
939	10914	696
940	10925	685
941	10937	673
942	10948	661
943	10960	650
944	10971	638
945	10982	626
946	10994	615
947	11005	603
948	11016	592
949	11028	580
950	11039	568
951	11051	557
952	11062	545
953	11074	533
954	11085	522
955	11097	510
956	11108	499
957	11120	487
958	11131	475
959	11143	464
960	11155	452
961	11167	441
962	11178	429
963	11190	417
964	11202	406
965	11213	394
966	11225	383
967	11236	371
968	11248	359
969	11259	348
970	11271	336
971	11283	325
972	11294	313
973	11310	301
974	11321	290
975	11333	278
976	11344	267
977	11356	255
978	11367	243
979	11379	232
980	11390	220
981	11402	209
982	11413	197
983	11424	185
984	11436	174
985	11448	162
986	11459	150
987	11470	139
988	11482	127
989	11493	116
990	11505	104
991	11516	92
992	11528	81
993	11539	69
994	11550	58
995	11562	46
996	11573	34
997	11585	23
998	11596	11
999	11608	0
