iter	Logloss
0	0.683306432
1	0.6725786649
2	0.6621080336
3	0.6521308815
4	0.6418856946
5	0.6335006965
6	0.6225009122
7	0.611980019
8	0.6019991361
9	0.5944978064
10	0.5863353184
11	0.5775838579
12	0.5685258802
13	0.5608313005
14	0.5527203319
15	0.5441103086
16	0.5370945773
17	0.5293638628
18	0.5222511711
19	0.5155115652
20	0.5090752067
21	0.5027381142
22	0.4954305796
23	0.4888537899
24	0.4825666658
25	0.4747467879
26	0.4691804739
27	0.4634210775
28	0.456627437
29	0.4498171125
30	0.4430632539
31	0.4376634032
32	0.4326502203
33	0.4267264984
34	0.4200699356
35	0.4140225086
36	0.408007779
37	0.4026733231
38	0.3973784394
39	0.3925722562
40	0.3879106123
41	0.3827481951
42	0.3775314499
43	0.3736534119
44	0.3689449436
45	0.3643507905
46	0.3602157425
47	0.3556277097
48	0.3518174559
49	0.3484314929
50	0.3446096483
51	0.3403041337
52	0.3363070855
53	0.3322977129
54	0.3281000787
55	0.3242390182
56	0.3206188076
57	0.3168510814
58	0.3131604457
59	0.3094702081
60	0.3051134885
61	0.3017312983
62	0.2984122811
63	0.2946976043
64	0.2912333981
65	0.2878859593
66	0.2839442662
67	0.2810817132
68	0.2777132097
69	0.2748763535
70	0.2720021049
71	0.2689800891
72	0.2660624326
73	0.2632500366
74	0.2602820973
75	0.2573326656
76	0.2542909895
77	0.2514535045
78	0.2486894419
79	0.2466150011
80	0.2438090398
81	0.2411444947
82	0.2383796776
83	0.2362256312
84	0.2333826757
85	0.230502181
86	0.2283468142
87	0.2260162437
88	0.2236667675
89	0.2211459233
90	0.2189890683
91	0.2171240167
92	0.2147865295
93	0.2126972073
94	0.2105357411
95	0.2085855715
96	0.2070492545
97	0.2050404182
98	0.2027083386
99	0.2010294736
100	0.199050023
101	0.1972669874
102	0.1952426198
103	0.1933179792
104	0.1914082621
105	0.1895342816
106	0.1875849713
107	0.1858654022
108	0.1844058194
109	0.1823848682
110	0.1803709177
111	0.1787991367
112	0.1769459693
113	0.1757124806
114	0.1739041779
115	0.1723851634
116	0.1705075358
117	0.1689495674
118	0.1673141941
119	0.1660355369
120	0.1645367696
121	0.1631246399
122	0.1617788063
123	0.1604700298
124	0.1594091457
125	0.1581065838
126	0.1563527872
127	0.1551004976
128	0.1534395532
129	0.1519829467
130	0.1508494681
131	0.1494501659
132	0.1482393453
133	0.1470811026
134	0.1457592576
135	0.1447232739
136	0.1434027284
137	0.1422283256
138	0.1411320194
139	0.1401192801
140	0.1389338525
141	0.1381787101
142	0.1371748578
143	0.1361255227
144	0.1351764071
145	0.1338591418
146	0.1329166915
147	0.1319677856
148	0.1310002463
149	0.1302161479
150	0.1294770922
151	0.1285401648
152	0.1275905672
153	0.1267463139
154	0.1258021344
155	0.1248434926
156	0.1237563668
157	0.122953352
158	0.1218907073
159	0.120956379
160	0.1202453467
161	0.119335992
162	0.1184556982
163	0.117527815
164	0.116528249
165	0.1156025352
166	0.1145589116
167	0.1137930168
168	0.1127341239
169	0.1118848822
170	0.1112662619
171	0.110353386
172	0.1097002658
173	0.1089125099
174	0.1082511105
175	0.107489764
176	0.106661828
177	0.105814043
178	0.1050386743
179	0.1043124985
180	0.103697913
181	0.1028595599
182	0.1023339701
183	0.1015339422
184	0.1008268293
185	0.1003299021
186	0.09955058255
187	0.09871767903
188	0.09801879296
189	0.09731915233
190	0.09673791403
191	0.0961999474
192	0.09581706288
193	0.09533782582
194	0.09473004184
195	0.09399692829
196	0.09320882651
197	0.09253451588
198	0.0919114312
199	0.09149417248
200	0.09097176856
201	0.09047999749
202	0.08995045672
203	0.08951676547
204	0.08909681341
205	0.08854980259
206	0.08805811536
207	0.08765661323
208	0.08718514704
209	0.086695451
210	0.08621551178
211	0.08569759851
212	0.08522360141
213	0.08465044839
214	0.08430436941
215	0.08373868858
216	0.08304285741
217	0.08253761438
218	0.08199005337
219	0.08154733364
220	0.0812820707
221	0.08080259784
222	0.0803163759
223	0.07996026762
224	0.07955979253
225	0.07919996911
226	0.07878475399
227	0.07820889714
228	0.07781088483
229	0.07742251407
230	0.07708400684
231	0.07666051781
232	0.07613601265
233	0.07570185504
234	0.07537919348
235	0.07495952963
236	0.0745611086
237	0.07404661703
238	0.07375074743
239	0.07324448785
240	0.07275669391
241	0.07239559719
242	0.07201931503
243	0.07169675827
244	0.0713122022
245	0.07099284183
246	0.07057608091
247	0.07027920524
248	0.06993259178
249	0.06955158841
250	0.06929976076
251	0.06875053867
252	0.06844554105
253	0.06800178905
254	0.06767188062
255	0.06724998453
256	0.06696529179
257	0.06670269075
258	0.06640824643
259	0.06609248067
260	0.06577399013
261	0.0654792576
262	0.06514096522
263	0.06470612117
264	0.06444924742
265	0.06395936798
266	0.06365202809
267	0.0632912772
268	0.06309970395
269	0.06271601247
270	0.06240500985
271	0.06205725408
272	0.06175036483
273	0.06134989497
274	0.06110224881
275	0.06078061429
276	0.06056784536
277	0.06027313903
278	0.05997099195
279	0.05967233469
280	0.0593655188
281	0.05912234757
282	0.05893356721
283	0.05866912171
284	0.05844434801
285	0.05813549377
286	0.05789708567
287	0.05762578105
288	0.05732055287
289	0.05712259733
290	0.05682134104
291	0.0566076918
292	0.05636733967
293	0.0561269561
294	0.05588017977
295	0.05560588837
296	0.0554225209
297	0.05523080092
298	0.05498696422
299	0.05465545235
300	0.05436908806
301	0.05414304104
302	0.05396309528
303	0.05375702303
304	0.05353104937
305	0.05321300947
306	0.05294381655
307	0.05273296021
308	0.05246855138
309	0.0521731429
310	0.05198605506
311	0.05177801258
312	0.05152979002
313	0.05128425556
314	0.05105587676
315	0.05074534573
316	0.05056617024
317	0.05036165426
318	0.05012828177
319	0.04996166648
320	0.04969496255
321	0.04954844255
322	0.04939215524
323	0.04911155491
324	0.04884303795
325	0.04856035736
326	0.04844472172
327	0.04817701696
328	0.04798175476
329	0.04780235919
330	0.04759152381
331	0.04741236928
332	0.04719851043
333	0.04697204422
334	0.04683624519
335	0.04671575735
336	0.04651536522
337	0.0463586954
338	0.04612482511
339	0.04591957553
340	0.04565259913
341	0.04544442565
342	0.04522281689
343	0.04501769307
344	0.04488239708
345	0.04466034292
346	0.04447642525
347	0.04427568205
348	0.04409245606
349	0.04393714077
350	0.04376776926
351	0.04357804833
352	0.04339684759
353	0.04326830329
354	0.04307539122
355	0.04286832076
356	0.04268350444
357	0.04255749629
358	0.04241931831
359	0.04227362622
360	0.04214814469
361	0.04198779641
362	0.04181698652
363	0.04170160765
364	0.04153106501
365	0.04145411083
366	0.0412702901
367	0.04114935162
368	0.04101869562
